event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
USA48467,"01 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Iranian Group (United States); Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"Dcist; Twitter; WUSA9","New media-Subnational","On 1 October 2022, thousands of people demonstrated in Farragut Square before marching in downtown Washington DC - Northwest (District of Columbia) to demonstrate against the death of Mahsa Amini in Iran. Members of the National Solidarity Group for Iran, an Iranian group, participated in the demonstration.",0,"crowd size=thousands",1678216240
USA50931,"30 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","CASA; Latin American Group (United States); Puerto Rican Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,Twitter,"New media","On 30 September 2022, an unreported number of people demonstrated outside of the Longworth House Office Building in Washington DC - Southeast (District of Columbia) in opposition to energy privatization in Puerto Rico and to call for the cancelation of the contract with LUMA energy. Members of CASA, Power 4 Puerto Rico, and Boricuas Unidos en la Diaspora participated in the protest.",0,"crowd size=no report",1673382860
USA48062,"27 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Catholic Christian Group (United States); GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northeast",38.9098,-76.9761,1,"Twitter; Washington Times","New media-Subnational","On 27 September 2022, an unreported number of people rallied outside of Planned Parenthood - Carol Whitehill Moses Center in Washington DC - Northeast (District of Columbia) in opposition to abortion. Members of Priests for Life (a Catholic organization), Progressive Anti-Abortion Uprising, Knights of Columbus New Mexico, and DC Mayoral candidate Lori Furstenberg (R) participated in the rally which was organized by 40 Days for Life.",0,"crowd size=no report",1680633798
USA48002,"27 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Our Revolution; Christian Group (United States); CAN: Climate Action Network; Third Act",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"DeSmogBlog; News2Share","New media-National","On 27 September 2022, more than two dozen people demonstrated outside of the Capitol in Washington DC - National Mall (District of Columbia) in opposition to the Mountain Valley Pipeline and Senator Joe Manchin's legislative efforts to greenlight it. The rally was organized by Third Act, American Blue Ridge Alliance, Our Revolution, Christians for the Mountains, Friends of the Earth US, Glasgow Actions Team, The Climate Reality Project, Chesapeake Climate Action Network, Our Future WV, For All, and WV Coalition to End the Filibuster.",0,"crowd size=more than two dozen",1721763519
USA48003,"27 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Our Revolution; CAN: Climate Action Network; Shutdown DC; Greenpeace; Third Act",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"DeSmogBlog; News2Share","New media-National","On 27 September 2022, a small group of people rallied outside of the World Bank Headquarters in Washington DC - Northwest (District of Columbia) to call for the resignation of the head of the World Bank in response to comments he made during a public event in September 2022 in which he said he 'didn't know' whether he believed in the link between fossil fuels and climate change. The rally was organized by Third Act, American Blue Ridge Alliance, Our Revolution, Friends of the Earth US, Gender Action, Glasgow Actions Team, Greenpeace, Power Coalition for Equity and Justice, Shutdown DC, Preserve Monroe, The Climate Reality Project, Chesapeake Climate Action Network, Center for American Progress, Our Future WV, For All, and WV Coalition to End the Filibuster.",0,"crowd size=small",1721763519
USA48042,"25 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Christian Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Fox News",National,"On 25 September 2022, some 200 people rallied near the Museum of the Bible in Washington DC - National Mall (District of Columbia) as part of the 'March for the Martyrs' in opposition to the persecution of Christians overseas and to show support for them. The march was organized by For the Martyrs and featured a variety of unenumerated Christian groups.",0,"crowd size=some 200",1664917860
USA48038,"24 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Iranian Group (United States); Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"Dcist; Twitter; WTOP Radio","New media-Subnational","On 24 September 2022, thousands of people, including Iranian-Americans, marched through downtown in Washington DC - Northwest (District of Columbia) to demonstrate against the death of Mahsa Amini in Iran. Members of the National Solidarity Group for Iran, an Iranian group, participated in the demonstration.",0,"crowd size=thousands",1678216240
USA48037,"24 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","1776 Restoration Movement",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"News2Share; Daily Beast","New media-National","On 24 September 2022, a few dozen people rallied in front of the Capitol in Washington DC - National Mall (District of Columbia) in opposition to the 'political persecution' of January 6th rioters. Members of the 1776 Restoration Movement and family members of those who have been indicted due to the riot participated in the protest. They were joined by a few dozen counter-protesters who demonstrated in opposition to the rally and former President Trump.",0,"counter-demonstration; crowd size=around 60",1680633798
USA48034,"23 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","African American Group (United States); BLM: Black Lives Matter",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"NBC4 (Washington D.C.)",Subnational,"On 23 September 2022, about 20 people demonstrated in front of the home of DC Police Chief Robert Contee in the Palisades in Washington DC - Northwest (District of Columbia) to call for justice in the deaths of two Black men who were killed by DC Police in July 2022 and in support of the Black Lives Matter movement. The protest was organized by Harriet's Dreams, a Black organization.",0,"crowd size=about 20",1664917860
USA48033,"23 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Women (United States); Students (United States); Iranian Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"The Hoya; CNN",Subnational-National,"On 23 September 2022, hundreds of people, including students and members of the Iranian community, demonstrated near the Lincoln Memorial Reflecting Pool in Washington DC - National Mall (District of Columbia) to demonstrate against the death of Mahsa Amini in Iran.",0,"crowd size=hundreds",1665517240
USA47976,"23 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","FFF: Fridays for Future; Students (United States); Women (United States); Shutdown DC",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Instagram; NowThis News; Twitter","New media-National","On 23 September 2022, an unreported number of people demonstrated in front of the Capitol in Washington DC - National Mall (District of Columbia) to call for action on climate change. Members of Shutdown DC, Moms Clean Air Force, and Defend Our Future participated in the protest which was organized by the DC chapter of Fridays for Future as part of a Global Climate Strike organized by Fridays for Future.",0,"crowd size=no report",1673987574
USA47975,"23 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","CASA; Latin American Group (United States); AFL-CIO: American Federation of Labor and Congress of Industrial Organizations; Labor Group (United States); Interfaith Group (United States); Haitian Group (United States); Protestant Christian Group (United States); Jewish Group (United States); Catholic Christian Group (United States); Christian Group (United States); Migrants (International); Protesters (International)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Freedom for Immigrants; GoIUPAT; Twitter","Other-New media","On 23 September 2022, an unreported number of people marched from Freedom Plaza to the White House in Washington DC - National Mall (District of Columbia) to call for an extension of Temporary Protected Status to all migrants and refugees coming to the US. Migrants and members of America's Voice, CASA, National TPS Alliance, and the IUPAT (part of the AFL-CIO) participated in the march. At the same time, an unreported number of protesters marched from the Customs and Border Protection Headquarters to the White House in Washington DC - National Mall (District of Columbia) to call for an end to Title 42 and justice for Haitian migrants who were expelled from the US in 2021. America's Voice, Disciples Refugee and Immigration Ministries (a Protestant Christian group), Haitian Clergy Association, Religious Action Center of Reform Judaism, Quixote Center, Church World Service (a Christian charity), Ark of the New Covenant, National Advocacy Center of the Sisters of the Good Shepherd (a Catholic Christian organization), Franciscan Action Network (a Catholic Christian organization), and Justice Action Center participated in the protest which was organized by Interfaith Immigrant Coalition and Haitian Bridge.",0,"crowd size=no report",1680633888
USA47950,"22 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Brady: United Against Gun Violence; DEM: Democratic Party; Government of the United States (2021-2025); Health Workers (United States); Teachers (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"ABC7 Chicago; Instagram; NowThis News","New media-National","On 22 September 2022, hundreds of people rallied near the Capitol in Washington DC - National Mall (District of Columbia) to call for a federal ban on assault weapons. Teachers, health workers, Sen. Chris Murphy (D), and Rep. David Cicilline (D) as well as representatives of Brady: United Against Gun Violence and Junior Newtown Action Alliance participated in the rally which was organized by March Fourth.",0,"crowd size=hundreds",1737495680
USA47951,"22 September 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (United States)","Farmers (United States); Food & Water Watch; Greenpeace; Hawaiian Indigenous Group (United States); Indigenous Group (Canada); Labor Group (United States); Latin American Group (United States); Native American Group (United States); New York Communities for Change; SM: Sunrise Movement; USW: United Steelworkers",Protesters,"Police Forces of the United States (2021-2025)",,"State forces","State forces-Protesters",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northeast",38.9098,-76.9761,1,"Food and Water Watch; Twitter","New media-National","On 22 September 2022, people demonstrated outside the Hart Senate Building in Washington DC - Northeast (District of Columbia) in opposition to a legislative deal made between Senators Schumer and Manchin that would 'fast-track fossil fuel projects.' 13 of the demonstrators blocked the entrance to the building and, subsequently, were arrested by police. The demonstrators were representatives of Food and Water Watch, Center for Biological Diversity, Center for Popular Democracy, Earthworks, Greenpeace, Indigenous Environmental Network (an organization of North American Indigenous groups), Just Transition Alliance, New York Communities for Change, Oil Change International, Step Up Louisiana, USW Local 675, Familias Unidas Por Justicia (a Latinx independent farm workers labor union), Climate Justice Alliance, and Sunrise Movement.",0,"crowd size=no report",1737495680
USA47886,"20 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","AFL-CIO: American Federation of Labor and Congress of Industrial Organizations; Hawaiian Indigenous Group (United States); Labor Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"IAFF; Sierra Club; Twitter","Other-New media","On 20 September 2022, an unreported number of people rallied in Freedom Plaza in Washington DC - Northwest (District of Columbia) as part of the 'SAFE EPA rally' to call on the EPA to better regulate environmentally harmful and carcinogenic chemicals. Representatives of the IAFF (an affiliate of the AFL-CIO), Professional Firefighters of Maryland, PEER, O'ahu Water Protectors (a Hawaiian Indigenous Group), Concerned Citizens of WMEL Alabama, and Fight for Zero participated in the rally.",0,"crowd size=no report",1707858552
USA47860,"19 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"World Socialist Web Site",Other,"On 19 September 2022, dozens of people demonstrated outside of the White House in Washington DC - National Mall (District of Columbia) in opposition to President Biden's declaration in a 60 Minutes interview that the coronavirus pandemic is over and to call for more action to be taken to help those suffering from Long COVID and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS). The protest was organized by #MEAction.",0,"crowd size=dozens",1664309821
USA50960,"19 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","African American Group (United States); Former Government of the United States (2021-2025); Haitian Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,Twitter,"New media","On 19 September 2022, an unreported number of people rallied in front of the White House in Washington DC - National Mall (District of Columbia) to call for the end to Title 42, respect for those seeking asylum regardless of origin, and to honor those Haitian migrants who were harmed at Del Rio in 2021. Former Ambassador Daniel Foote as well as members of UndocuBlack Network, Justice Action Center, and Immigrant Defenders participated in the event which was organized by Haitian Bridge.",0,"crowd size=no report",1737495682
USA47805,"17 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Washington Post",Subnational,"On 17 September 2022, about 400 people rallied on the National Mall in Washington DC - National Mall (District of Columbia) to call on the federal government to devote more resources to fighting the fentanyl crisis, such as by classifying fentanyl a weapon of mass destruction and drug cartels as foreign terrorist organizations. The rally was organized by Lost Voices of Fentanyl.",0,"crowd size=about 400",1664309821
USA47764,"15 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,News2Share,"New media","On 15 September 2022, an unknown number of people gathered for a protest outside the home of Lindsey Graham on South Capitol Street SE in Washington DC - Southeast (District of Columbia), against his proposal for a 15-week nation-wide abortion ban, and in support of legal abortion services.",0,"crowd size=no report",1680633728
USA50842,"15 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Cameroonian Group (United States); CASA; DEM: Democratic Party; Government of the United States (2021-2025); Latin American Group (United States); Migrants (El Salvador); Migrants (Guatemala); Migrants (Honduras); Migrants (Nicaragua); Protesters (El Salvador); Protesters (Guatemala); Protesters (Honduras); Protesters (Nicaragua); Senegalese Group (United States); WFP: Working Families Party",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Facebook; Twitter","New media","On 15 September 2022, an unreported number of people marched from Union Station to the Capitol in Washington DC - National Mall (District of Columbia) to call for Temporary Protected Status to be extended to migrants from Central America. Migrants from Guatemala, Nicaragua, Honduras, and El Salvador; Sen. Bob Menendez (D), Rep. Adriano Espaillat (WFP), Rep. Joaquin Castro (D), and Rep. Raul Ruiz (D); and members of the Latin America Working Group and the Cameroonian and Senegalese community participated in the protest which was organized by CASA and America's Voice.",0,"crowd size=no report",1737495682
USA47738,"14 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,News2Share,"New media","On 14 September 2022, an unknown number of people gathered for a protest at the DC jail in Washington DC - Southeast (District of Columbia), in support of the defendants involved in the 6 January Capitol riots in the jail. One person counter-protested the event. During the demonstration, former president Donald Trump called the mother of deceased insurrectionist Ashli Babbit and the two spoke over the phone.",0,"crowd size=no report",1680633728
USA47737,"14 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Women (United States); Our Rights DC",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,"News2Share; Twitter","New media","On 14 September 2022, an unreported number of people marched from the Capitol to Republican Senator Lindsey Graham's house in Washington DC - Southeast (District of Columbia) in support of abortion rights and in opposition to a bill proposed by the Senator which would ban abortions nationwide after 15 weeks. The protesters were with Our Rights DC.",0,"crowd size=no report",1707853033
USA47736,"14 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","DEM: Democratic Party; Government of the United States (2021-2025); Jewish Group (United States); Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Religion News Service",National,"On 14 September 2022, an unreported number of people demonstrated outside of the Capitol in Washington DC - National Mall (District of Columbia) in support of abortion rights and in opposition to the Supreme Court's decision in Dobbs v. Jackson which overturned Roe v. Wade. Representatives Sara Jacobs (D) and Debbie Wasserman Schultz (D) as well as two rabbis spoke at the event which was organized by the National Council of Jewish Women.",0,"crowd size=no report",1737495679
USA47707,"13 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,"News2Share; Rawstory","New media-National","On 13 September 2022, around 6 people demonstrated outside of the DC Central Detention Facility in Washington DC - Southeast (District of Columbia) in support of individuals who participated in the January 6th Capitol Riot detained therein. The mother of Ashli Babbitt, who was shot and killed at the riot, attended the protest and received a call from Former President Trump during the demonstration who expressed support for the rioters. One individual was also present to heckle demonstrators.",0,"crowd size=around 6",1709055582
USA47705,"13 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","DEM: Democratic Party; Our Rights DC; Shutdown DC; Students (United States); Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"Fox5 (Washington D.C.); Independent (United Kingdom); Twitter","New media-Subnational","On 13 September 2022, roughly 100 people demonstrated outside of the National Building Museum in Washington DC - Northwest (District of Columbia), where the Susan B. Anthony Pro-Life America Gala was being held, in support of abortion rights. Students, Montgomery County Council candidate Kristin Mink (D), and members of ShutDown DC and Our Rights DC participated in the protest.",0,"crowd size=roughly 100",1733203944
USA47706,"13 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","DEM: Democratic Party; Government of the United States (2021-2025); Labor Group (United States); UNITE HERE",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,"UNITE HERE",Other,"On 13 September 2022, an unreported number of people rallied in Sharon Armesto Memorial Park in Washington DC - Southeast (District of Columbia) in opposition to low wages earned by contracted Sodexo cafeteria workers. Rallygoers were members of Unite Here Local 23 as well as Rep. Bennie G. Thompson (D), Rep. Adriano Espaillat (D), Rep. Steven Horsford (D), and Rep. Ro Khanna (D).",0,"crowd size=no report",1737495679
USA47676,"12 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","LGBTQ+ (United States); Students (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"Washington Blade",Subnational,"On 12 September 2022, about 100 people rallied in John Marshall Park in Washington DC - Northwest (District of Columbia) to call on Congress to pass the Equality Act, an LGBT+ nondiscrimination legislation. Students attended the demonstration which was organized by Advocates for Youth.",0,"crowd size=about 100",1663704953
USA47675,"12 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Freedom for Immigrants",Other,"On 12 September 2022, an unreported number of people demonstrated outside of the Capitol in Washington DC - National Mall (District of Columbia) to call on Congress to defund the Immigration and Customs Enforcement and Customs and Border Protection agencies.",0,"crowd size=no report",1680633727
USA47578,"08 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Sierra Club; Piscataway Tribal Group (United States); Native American Group (United States); Sioux Tribal Group (United States); Lawyers (United States); Poor People's Campaign; Navajo Tribal Group (United States); Anishinaabe Tribal Group (United States); Food & Water Watch; New York Communities for Change; CASA; Latin American Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"Common Dreams; Food and Water Watch; News2Share; Twitter; Washington Post","New media-Subnational","On 8 September 2022, hundreds demonstrated at the Robert A. Taft Memorial Carillon in Washington DC - Northwest (District of Columbia) to call on lawmakers to reject a side deal passed as part of the Inflation Reduction Act which would expedite the creation of the Mountain Valley Pipeline and which rallygoers argue would undermine environmental protections. Representatives of Healthy Gulf, Food & Water Watch, Sierra Club, New York Communities for Change, Piscataway Conoy Tribe, Protect Our Water, Heritage, Rights Coalition, West Virginia Rising, Stop MVP Coalition, Port Arthur Community Action Network, Indigenous Environmental Network, Cheyenne River Sioux Tribe, New York Lawyers for the Public Interest, Green New Deal Network, Oil Change International, Center for Biological Diversity, Grassroots Global Justice Alliance, Climate Justice Alliance, It Takes Roots, We Act for Environmental Justice, Appalachian Voices, Michigan Environmental Justice Coalition, Climate Reality, CASA, West Virginia Poor People's Campaign, Navajo Nation, unenumerated Alaskan indigenous groups, and Little Traverse Bay Bands of Odawa Indians (part of the Anishinaabe Tribal Group) participated in the protest.",0,"crowd size=hundreds",1673382859
USA47556,"07 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southwest",38.8743,-77.0204,1,"ABC7 (Washington D.C.)",Subnational,"On 7 September 2022, an unreported number of people demonstrated outside of the Department of the Interior in Washington DC - Southwest (District of Columbia) to call for the termination of two US Park Police officers who killed a man five years ago. The parents of the man participated in the demonstration.",0,"crowd size=no report",1707858552
USA51276,"05 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"DC Media Group; Twitter","New media-Subnational","On 5 September 2022, a modest group of people demonstrated outside of the Supreme Court in Washington DC - National Mall (District of Columbia) in support of abortion rights and against the Supreme Court ruling in Dobbs v. Jackson, which overturned Roe v. Wade. Members of Our Rights DC participated in the protest.",0,"crowd size=modest",1680633871
USA47471,"04 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","1776 Restoration Movement",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Southeast",38.8689,-76.9763,1,News2Share,"New media","On 4 September 2022, members of the 1776 Restoration Movement, gathered for a rally at the DC jail in Washington DC - Southeast (District of Columbia), in support of January 6 defendants in the jail. A few people wearing clothes with anti-Trump slogans also gathered to counter the other protest, referring to the January 6 defendants as 'terrorists.'",0,"counter-demonstration; crowd size=no report",1680633727
USA47435,"02 September 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"WTOP Radio",Subnational,"On 2 September 2022, about 75 people marched near North Capitol St and O Street in Washington DC - Northwest (District of Columbia) to call for an end to gun violence in the city. The march was organized by 202 for Peace.",0,"crowd size=about 75",1663103371
USA47362,"31 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northeast",38.9098,-76.9761,1,WUSA9,Subnational,"On 31 August 2022, an unreported number of people rallied on H Street in Washington DC - Northeast (District of Columbia) to call for an end to gun violence in the region.",0,"crowd size=no report",1663103371
USA51227,"26 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Shutdown DC; African American Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,Twitter,"New media","On 26 August 2022, an unreported number of people demonstrated outside of the headquarters of the Fraternal Order of the Police in Washington DC - Northwest (District of Columbia) to call for accountability from police officers. Members of ShutDown DC and Harriet's Wildest Dreams (a Black organization) participated in the demonstration.",0,"crowd size=no report",1673987574
USA47220,"26 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","DEM: Democratic Party; Labor Group (United States); SEIU: Service Employees International Union; Students (United States)",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"SEIU Local 500",Other,"On 26 August 2022, an unreported number of people demonstrated at American University in Washington DC - Northwest (District of Columbia) to call for better pay and health benefits for workers at the University. Montgomery County Council Candidate Kristin Mink (D), Maryland State Delegate Candidate Joe Vogel (D), and representatives of Working America participated in the protest which was organized by SEIU Local 500 as part of the fifth and final day of a multi-day strike. They were also joined by hundreds of students who walked out of the convocation ceremony in solidarity with striking workers.",0,"crowd size=hundreds",1737495679
USA49618,"25 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"The Debt Collective; New Republic",Other-National,"On 25 August 2022, an unreported number of people demonstrated outside of the White House in Washington DC - National Mall (District of Columbia) in support of the cancellation of some student debt by the Biden administration and to call for the remaining debt to be canceled.",0,"crowd size=no report",1668552695
USA47197,"25 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","CASA; Latin American Group (United States); Make the Road Action",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Al Dia News; Twitter","New media-National","On 25 August 2022, an unreported number of people demonstrated outside of the White House in Washington DC - National Mall (District of Columbia) to call on President Biden to fulfill his campaign promise of shutting down an immigrant women's detention center in Pennsylvania and repealing immigration policies enacted by former President Trump. Members of Shut Down Berks Coalition, Make the Road PA, Families for Freedom, and CASA participated in the protest.",0,"crowd size=no report",1709055582
USA47198,"25 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","DEM: Democratic Party; Government of the United States (2021-2025); Labor Group (United States); SEIU: Service Employees International Union",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"SEIU Local 500",Other,"On 25 August 2022, an unreported number of people demonstrated at American University in Washington DC - Northwest (District of Columbia) to call for better pay and health benefits for workers at the University. Maryland State Senator Jeff Waldstreicher (D) and Maryland State Delegate Lorig Charkoudian (D) spoke at the protest which was organized by SEIU Local 500 as part of the fourth day of a multi-day strike.",0,"crowd size=no report",1737495679
USA47168,"24 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,"Washington Post",Subnational,"On 24 August 2022, an unreported number of people rallied outside of the White House in Washington DC - National Mall (District of Columbia) to call on the Biden Administration to help free a Navy lieutenant that has been imprisoned in Japan following a deadly crash. Members of the man's family participated in the protest.",0,"crowd size=no report",1663103371
USA47169,"24 August 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","AFSCME: American Federation of State, County and Municipal Employees; JWJ: Jobs with Justice; Labor Group (United States); PSL: Party for Socialism and Liberation; SEIU: Service Employees International Union",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"SEIU; SEIU Local 500; SEIU Virginia 512",Other,"On 24 August 2022, hundreds of people demonstrated at American University in Washington DC - Northwest (District of Columbia) to call for better pay and health benefits for workers at the University. Members of the Party for Socialism and Liberation - Washington DC, AFSCME Maryland, SEIU Local Virginia 512, SEIU Local 722, and DC Jobs with Justice participated in the protest which was organized by SEIU Local 500 as part of the third day of a multi-day strike.",0,"crowd size=hundreds",1737495679
